Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT",Name Metabolite ,Group 
c363_HILIC,L-Hexanoylcarnitine,259.1785,3.39,-0.2,-0.6,-0.4,-2.1,-5.1,-3.0,-1.8,-5.0,-3.2,1.000,1.000,1.000,0.000,0.000,0.000,0.001,0.000,0.000,2.0E+06,1.9E+06,1.5E+06,1.3E+06,1.9E+06,9.3E+05,1.3E+06,1.6E+06,1.2E+07,4.9E+06,5.8E+06,2.6E+06,5.3E+06,5.0E+06,9.0E+06,5.3E+06,5.8E+07,5.9E+07,5.1E+07,4.2E+07,6.3E+07,4.5E+07,6.7E+07,4.9E+07,2.9E+05,1.3E+05,1.6E+05,1.8E+05,2.3E+05,2.6E+05,2.3E+05,15.1,11.6,27.4,40.3,29.5,19.2,L-Hexanoylcarnitine,Lipid metabolism / carnitine 
c197_RP,Octanoylcarnitine,287.2098,20.82,-0.9,-0.7,-0.2,-0.4,-4.6,-4.2,-0.6,-5.2,-4.6,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,2.7E+05,1.1E+05,2.2E+05,9.2E+04,1.6E+05,1.4E+05,1.1E+05,8.7E+04,6.1E+05,3.1E+05,1.5E+05,1.1E+05,2.1E+05,2.0E+05,3.0E+05,1.0E+05,5.2E+06,5.7E+06,4.8E+06,2.9E+06,4.3E+06,3.6E+06,4.1E+06,4.1E+06,1.1E+05,1.1E+05,1.1E+05,1.1E+05,1.0E+05,9.6E+04,9.2E+04,29.4,10.4,54.5,64.4,21.1,38.0,Octanoylcarnitine,Lipid metabolism / Carnitine 
c193_RP,O-glutaroyl-L-carnitine,275.1371,10.73,-0.3,0.5,0.2,6.2,5.9,-0.3,5.3,5.4,0.1,1.000,1.000,1.000,0.000,0.000,1.000,0.003,0.003,1.000,8.6E+06,1.2E+07,1.2E+07,7.4E+06,7.4E+06,2.3E+05,1.1E+07,8.5E+06,2.8E+05,2.1E+05,1.5E+05,1.2E+05,1.1E+05,2.4E+05,1.3E+05,1.9E+05,1.8E+05,2.1E+05,1.6E+05,1.6E+05,1.6E+05,1.7E+05,1.7E+05,3.4E+05,1.3E+05,1.4E+05,1.3E+05,1.2E+05,1.2E+05,1.2E+05,1.3E+05,39.0,5.3,28.1,46.0,69.8,20.8,O-glutaroyl-L-carnitine,Lipid metabolism / Carnitine 
C158_RP,O-oleoylcarnitine,425.3506,27.63,0.2,-0.2,-0.2,2.0,0.6,-1.3,2.4,1.0,-1.4,1.000,1.000,1.000,0.000,0.502,0.001,0.000,0.035,0.003,2.7E+08,3.5E+08,2.9E+08,3.1E+08,2.8E+08,2.3E+08,2.8E+08,3.3E+08,9.4E+07,7.3E+07,5.1E+07,5.1E+07,4.3E+07,4.4E+07,9.8E+07,8.6E+07,2.5E+08,2.0E+08,1.8E+08,1.2E+08,1.8E+08,1.5E+08,1.7E+08,1.7E+08,1.6E+05,1.7E+05,1.7E+05,2.3E+05,2.9E+05,2.6E+05,6.0E+05,21.3,17.6,30.6,39.9,16.5,1.7,O-oleoylcarnitine,Lipid metabolism / Carnitine 
B106_RP,Palmitoylcarnitine,399.3350,27.42,0.5,0.1,-0.2,1.4,0.8,-0.6,1.8,1.5,-0.3,1.000,1.000,1.000,0.000,0.013,0.266,0.000,0.000,1.000,2.6E+08,4.6E+08,2.7E+08,4.1E+08,3.0E+08,3.2E+08,3.0E+08,3.8E+08,1.6E+08,1.6E+08,9.0E+07,9.5E+07,7.7E+07,1.1E+08,1.3E+08,1.3E+08,1.6E+08,1.3E+08,1.6E+08,1.2E+08,1.7E+08,1.8E+08,1.3E+08,1.5E+08,1.6E+05,2.1E+05,2.2E+05,4.7E+05,3.6E+05,6.4E+05,1.2E+06,18.7,10.8,23.5,33.1,15.1,6.5,Palmitoylcarnitine,Lipid metabolism / Carnitine 
B096_RP,Propionylcarnitine,217.1315,10.85,-0.1,0.2,-0.2,-0.8,-3.2,-2.4,-1.1,-3.2,-2.1,1.000,1.000,1.000,0.082,0.000,0.000,0.021,0.000,0.000,7.2E+06,6.4E+06,6.1E+06,4.9E+06,5.4E+06,7.4E+06,8.2E+06,6.1E+06,1.9E+07,2.8E+07,1.1E+07,1.2E+07,1.2E+07,8.0E+06,1.1E+07,1.4E+07,8.4E+07,6.8E+07,6.2E+07,4.1E+07,5.6E+07,5.7E+07,6.0E+07,5.3E+07,1.5E+05,1.4E+05,1.4E+05,1.3E+05,1.3E+05,1.3E+05,1.4E+05,20.3,19.5,56.3,26.7,16.7,18.4,Propionylcarnitine,Lipid metabolism / Carnitine 
C152_RP,Tetradecanoylcarnitine,371.3037,26.53,-0.1,-0.1,-0.1,0.5,0.4,-0.1,0.5,0.5,0.0,1.000,1.000,1.000,0.261,0.442,1.000,0.110,0.204,1.000,1.5E+08,1.8E+08,1.5E+08,1.4E+08,1.6E+08,1.2E+08,1.4E+08,1.4E+08,1.5E+08,1.2E+08,8.0E+07,6.9E+07,9.1E+07,9.3E+07,1.2E+08,1.0E+08,1.3E+08,1.2E+08,1.1E+08,8.7E+07,1.1E+08,1.0E+08,1.0E+08,1.0E+08,1.2E+05,2.2E+05,1.1E+05,1.8E+05,1.4E+05,2.7E+05,2.4E+05,11.7,10.2,21.8,29.5,18.6,5.6,Tetradecanoylcarnitine,Lipid metabolism / Carnitine 
c378_HILIC,trans-2-Tetradecenoylcarnitine,369.2881,3.31,-0.6,-0.7,-0.3,0.8,-1.6,-2.3,0.9,-1.9,-2.7,1.000,1.000,1.000,0.346,0.001,0.000,0.299,0.000,0.000,2.9E+07,2.4E+07,2.7E+07,1.8E+07,2.9E+07,9.2E+06,2.2E+07,1.9E+07,2.1E+07,1.3E+07,1.3E+07,7.2E+06,1.1E+07,6.7E+06,2.0E+07,1.3E+07,1.0E+08,9.4E+07,9.3E+07,5.9E+07,6.9E+07,6.4E+07,6.6E+07,6.9E+07,1.5E+05,1.0E+05,2.1E+05,1.6E+05,1.8E+05,8.0E+04,1.0E+05,21.8,21.8,35.6,28.7,34.9,11.5,trans-2-Tetradecenoylcarnitine,Lipid metabolism / carnitine 
B179_HILIC,Erucamide,337.3345,2.63,1.8,0.8,0.3,-1.4,-4.2,-2.8,-0.4,-2.7,-2.4,1.000,1.000,1.000,0.359,0.000,0.001,1.000,0.000,0.001,1.2E+07,8.6E+07,4.2E+07,6.9E+07,1.3E+07,3.2E+07,1.8E+07,3.8E+07,2.4E+07,8.5E+07,4.7E+07,3.1E+07,3.2E+07,6.6E+07,8.4E+07,7.2E+07,2.4E+08,3.0E+08,2.4E+08,4.0E+08,4.3E+08,6.1E+08,3.2E+08,2.6E+08,6.7E+05,7.3E+05,1.0E+06,7.9E+05,6.5E+05,1.3E+06,4.8E+05,39.5,29.1,35.9,56.5,46.0,65.8,Erucamide,Lipid metabolism / FA amide 
C291_HILIC,"(2E,4Z)-N-Isobutyl-2,4-octadecadienamide",335.3189,2.66,1.0,0.4,0.3,-0.7,-2.8,-2.2,-0.1,-2.1,-2.0,1.000,1.000,1.000,1.000,0.000,0.006,1.000,0.007,0.008,9.0E+06,3.9E+07,1.9E+07,2.5E+07,8.7E+06,1.4E+07,1.0E+07,1.3E+07,9.5E+06,2.9E+07,1.9E+07,1.2E+07,1.2E+07,2.3E+07,3.7E+07,1.9E+07,7.2E+07,1.0E+08,6.2E+07,8.5E+07,8.0E+07,8.5E+07,6.6E+07,4.9E+07,3.8E+05,3.7E+05,4.1E+05,3.6E+05,3.3E+05,2.9E+05,3.8E+05,27.1,11.6,33.3,63.7,54.5,42.4,"(2E,4Z)-N-Isobutyl-2,4-octadecadienamide",Lipid metabolism / Fatty amides 
C145_RP,Glycerophosphoglycerol,246.0504,4.08,0.0,0.2,-0.3,1.1,0.4,-0.7,0.9,0.7,-0.2,1.000,1.000,1.000,0.000,0.164,0.006,0.000,0.004,0.311,2.6E+07,3.0E+07,2.8E+07,2.7E+07,2.5E+07,2.5E+07,2.7E+07,2.6E+07,1.7E+07,1.5E+07,1.1E+07,1.3E+07,1.3E+07,1.4E+07,1.3E+07,1.4E+07,2.3E+07,2.3E+07,2.2E+07,1.4E+07,1.8E+07,1.6E+07,1.9E+07,1.7E+07,8.3E+04,7.7E+04,7.7E+04,7.1E+04,6.5E+04,6.7E+04,6.3E+04,20.1,12.2,6.1,19.2,8.6,4.4,Glycerophosphoglycerol,Lipid metabolism / Glycerol
B123_HILIC,2-Hydroxycaproic acid,132.0786,2.50,0.5,-0.3,-0.3,-1.7,-1.9,-0.2,-0.9,-1.1,-0.2,1.000,1.000,1.000,0.020,0.004,1.000,0.364,0.156,1.000,3.3E+06,5.2E+06,4.6E+06,5.3E+06,8.2E+06,7.2E+06,4.3E+06,8.4E+06,2.5E+07,2.2E+07,7.4E+06,7.2E+06,1.6E+07,1.1E+07,1.2E+07,1.3E+07,1.9E+07,1.6E+07,1.7E+07,1.3E+07,1.6E+07,1.4E+07,1.3E+07,9.8E+06,1.3E+06,1.7E+06,1.7E+06,1.3E+06,1.5E+06,1.2E+06,1.2E+06,21.0,14.9,46.9,50.6,23.2,41.6,2-Hydroxycaproic acid,Lipid metabolism / hydroxy FA
B079_RP,3-Hydroxybutyric acid,104.0474,11.06,1.0,0.0,-0.7,-2.4,-3.7,-1.3,-1.5,-2.1,-0.6,1.000,1.000,1.000,0.053,0.009,1.000,0.550,0.178,1.000,3.6E+05,5.2E+05,3.0E+05,6.5E+05,2.9E+05,6.2E+05,4.8E+05,6.9E+05,4.6E+06,3.0E+06,1.2E+06,1.0E+06,2.3E+06,2.2E+06,1.2E+06,1.3E+06,7.3E+06,6.1E+06,6.8E+06,3.6E+06,2.0E+06,1.8E+06,7.1E+05,8.1E+05,6.9E+04,3.8E+05,3.9E+05,8.4E+04,3.2E+05,3.8E+05,3.4E+05,76.0,79.3,47.5,68.5,11.6,24.2,3-Hydroxybutyric acid,Lipid metabolism / Ketone 
B132_HILIC,D-α-Hydroxyglutaric acid,148.0372,16.04,-0.1,0.2,-0.1,0.6,0.5,-0.1,0.3,0.5,0.2,1.000,1.000,1.000,0.003,0.005,1.000,0.212,0.002,0.355,1.3E+09,1.6E+09,1.4E+09,1.2E+09,1.3E+09,1.1E+09,1.2E+09,1.2E+09,9.2E+08,1.1E+09,8.6E+08,9.5E+08,8.5E+08,1.0E+09,7.8E+08,9.4E+08,9.6E+08,8.5E+08,1.0E+09,7.8E+08,8.2E+08,8.8E+08,7.6E+08,8.1E+08,3.2E+05,3.5E+05,1.6E+07,1.5E+07,4.9E+05,1.4E+07,1.5E+07,5.6,14.0,9.6,6.8,20.0,5.4,D-α-Hydroxyglutaric acid,Lipid metabolism / ketone degradation 
C120_RP,hydroxyacetone phosphate,154.0032,4.19,0.1,0.2,-0.3,2.4,3.4,1.1,2.3,3.9,1.6,1.000,1.000,1.000,0.000,0.000,0.014,0.000,0.000,0.001,6.9E+06,9.1E+06,8.4E+06,7.4E+06,6.8E+06,1.2E+07,1.0E+07,7.5E+06,1.6E+06,2.0E+06,1.2E+06,1.6E+06,1.5E+06,1.3E+06,1.5E+06,1.8E+06,7.1E+05,7.7E+05,7.2E+05,3.8E+05,7.4E+05,9.2E+05,4.3E+05,3.6E+05,7.7E+04,8.2E+04,7.9E+04,7.6E+04,7.6E+04,7.2E+04,6.9E+04,46.7,22.7,17.5,12.6,22.5,20.0,hydroxyacetone phosphate,Lipid metabolism / ketone metabolism 
B164_HILIC,Stearic acid,284.2714,2.14,1.2,0.6,0.4,0.0,-0.7,-0.7,0.7,0.2,-0.5,0.259,1.000,1.000,1.000,0.421,0.647,0.154,0.997,0.776,1.3E+09,4.7E+09,1.5E+09,3.1E+09,1.0E+09,3.2E+09,1.7E+09,2.7E+09,1.8E+09,2.7E+09,1.3E+09,1.7E+09,1.2E+09,1.3E+09,1.5E+09,2.4E+09,2.5E+09,1.9E+09,1.3E+09,2.9E+09,1.9E+09,2.8E+09,2.6E+09,3.2E+09,1.5E+08,1.4E+08,1.4E+08,1.2E+08,1.2E+08,1.2E+08,1.2E+08,19.7,28.5,32.0,17.8,25.8,20.3,Stearic acid,Lipid metabolism / LSFA
B163_HILIC,Oleamide,281.2720,2.65,0.4,0.1,0.0,-0.4,-1.4,-1.0,-0.1,-1.1,-1.0,1.000,1.000,1.000,1.000,0.000,0.002,1.000,0.008,0.007,9.4E+07,2.0E+08,7.7E+07,8.6E+07,7.3E+07,1.0E+08,8.0E+07,1.1E+08,1.2E+08,1.4E+08,1.0E+08,9.8E+07,8.0E+07,1.1E+08,1.1E+08,1.1E+08,2.2E+08,1.9E+08,2.0E+08,2.0E+08,2.5E+08,2.4E+08,1.9E+08,2.5E+08,6.5E+05,1.4E+06,6.7E+05,4.6E+05,1.1E+06,9.9E+05,4.9E+05,13.6,10.8,14.7,15.8,43.8,11.5,Oleamide,Lipid metabolism / oleic acid derivative 
B152_HILIC,12-Aminododecanoic acid,215.1886,2.98,0.6,0.3,-0.4,-0.6,-2.8,-2.2,-0.3,-1.7,-1.4,1.000,1.000,1.000,1.000,0.000,0.003,1.000,0.006,0.077,4.0E+07,9.9E+07,3.4E+07,1.0E+08,5.4E+07,3.4E+07,4.9E+07,3.1E+07,7.3E+07,8.1E+07,5.9E+07,8.5E+07,3.2E+07,6.3E+07,1.2E+08,1.0E+08,2.2E+08,3.7E+08,3.0E+08,2.2E+08,3.4E+08,2.3E+08,3.0E+08,1.3E+08,2.7E+05,4.0E+05,3.6E+05,2.7E+05,3.5E+05,2.8E+05,2.9E+05,43.1,17.9,18.3,50.3,58.8,20.4,12-Aminododecanoic acid,Lipid metabolism / Omega FA
C311_HILIC,1-(1Z-hexadecenyl)-sn-glycero-3-phosphocholine,479.3376,3.30,0.5,0.5,-0.1,0.6,-1.3,-1.9,0.7,-0.7,-1.3,1.000,1.000,1.000,0.584,0.096,0.003,1.000,0.239,0.059,5.5E+06,8.6E+06,7.3E+06,2.2E+06,4.8E+06,6.8E+06,4.6E+06,7.9E+06,3.0E+06,3.1E+06,3.7E+06,4.2E+06,2.7E+06,4.8E+06,3.6E+06,6.3E+06,1.4E+07,7.0E+06,1.4E+07,9.5E+06,9.1E+06,1.3E+07,1.0E+07,1.4E+07,1.5E+05,1.0E+05,2.1E+05,1.6E+05,1.9E+05,8.2E+04,1.1E+05,31.1,21.9,28.9,14.9,44.9,22.0,1-(1Z-hexadecenyl)-sn-glycero-3-phosphocholine,Lipid metabolism / Phospholipid synthesis 
C169_RP,"1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine",567.3328,28.65,0.0,0.2,-0.3,2.4,5.0,2.7,2.3,5.3,3.1,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3.6E+07,5.6E+07,3.4E+07,3.4E+07,3.8E+07,3.8E+07,2.8E+07,3.5E+07,7.7E+06,8.2E+06,6.0E+06,6.9E+06,7.4E+06,1.0E+07,5.7E+06,5.5E+06,1.7E+06,6.6E+05,6.9E+05,1.0E+06,8.9E+05,1.3E+06,1.2E+06,7.7E+05,2.7E+05,2.4E+05,2.1E+05,2.0E+05,1.8E+05,1.9E+05,1.7E+05,31.9,38.3,27.1,14.9,25.9,12.7,"1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine",Lipid metabolism / Phospholipid synthesis 
C290_HILIC,1-(sn-glycero-3-phospho)-1D-myo-inositol,334.0665,17.12,0.1,0.1,-0.4,1.3,0.3,-1.1,1.3,0.8,-0.5,1.000,1.000,1.000,0.000,0.475,0.001,0.000,0.019,0.051,9.0E+07,1.2E+08,9.2E+07,9.4E+07,9.6E+07,6.1E+07,8.4E+07,1.0E+08,3.9E+07,3.9E+07,3.5E+07,3.3E+07,3.5E+07,4.1E+07,3.7E+07,4.3E+07,7.9E+07,7.3E+07,7.8E+07,5.1E+07,7.4E+07,5.6E+07,5.7E+07,5.7E+07,3.0E+05,2.7E+05,2.5E+05,2.5E+05,2.7E+05,2.2E+05,2.4E+05,16.0,14.6,11.4,4.8,25.6,5.4,1-(sn-glycero-3-phospho)-1D-myo-inositol,Lipid metabolism / Phospholipid synthesis 
C334_HILIC,1-[(9Z)-octadec-9-enoyl]-2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol),748.5258,1.99,1.3,0.4,-0.2,-0.8,-3.4,-2.6,0.1,-1.9,-1.9,1.000,1.000,1.000,1.000,0.000,0.001,1.000,0.006,0.010,2.4E+07,1.5E+07,2.0E+07,8.1E+07,1.9E+07,5.4E+07,2.5E+07,5.2E+07,3.5E+07,6.7E+07,3.9E+07,3.5E+07,1.1E+07,2.3E+07,4.7E+07,6.7E+07,2.4E+08,1.9E+08,2.4E+08,2.0E+08,2.2E+08,2.0E+08,1.9E+08,1.9E+08,2.6E+05,2.0E+05,1.9E+05,2.3E+05,1.9E+05,2.1E+05,1.8E+05,3.8,9.9,46.9,46.3,54.0,11.6,1-[(9Z)-octadec-9-enoyl]-2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol),Lipid metabolism / Phospholipid synthesis 
C167_RP,1-arachidonoyl-sn-glycero-3-phosphocholine,543.3329,28.91,0.0,0.4,-0.1,2.4,3.7,1.4,2.0,3.8,1.8,1.000,1.000,1.000,0.004,0.000,0.008,0.003,0.000,0.019,6.2E+07,9.4E+07,5.6E+07,5.4E+07,5.7E+07,5.7E+07,4.2E+07,5.3E+07,1.7E+07,1.6E+07,1.1E+07,1.2E+07,1.0E+07,1.8E+07,1.1E+07,8.7E+06,5.4E+06,4.0E+06,9.9E+05,2.4E+06,4.6E+06,6.2E+06,3.8E+06,4.1E+06,3.5E+05,2.8E+05,2.4E+05,2.2E+05,1.8E+05,1.7E+05,1.7E+05,38.2,51.8,31.5,26.5,30.7,16.2,1-arachidonoyl-sn-glycero-3-phosphocholine,Lipid metabolism / Phospholipid synthesis 
C315_HILIC,1-arachidonyl-sn-glycero-3-phosphoethanolamine,501.2857,4.18,0.2,0.1,0.0,1.4,1.7,0.4,1.5,1.9,0.4,1.000,1.000,1.000,0.000,0.000,0.682,0.000,0.000,0.836,5.6E+07,6.2E+07,6.5E+07,6.5E+07,5.8E+07,8.6E+07,7.0E+07,7.6E+07,3.1E+07,2.5E+07,2.3E+07,2.1E+07,2.2E+07,2.9E+07,2.5E+07,2.5E+07,1.8E+07,1.8E+07,1.3E+07,1.9E+07,3.1E+07,1.8E+07,2.0E+07,2.2E+07,4.1E+05,5.4E+05,6.1E+05,5.0E+05,3.5E+05,3.6E+05,3.8E+05,9.7,38.3,13.3,16.4,15.0,10.3,1-arachidonyl-sn-glycero-3-phosphoethanolamine,Lipid metabolism / Phospholipid synthesis 
C345_HILIC,"1-hexadecanoyl-2-[(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl]-sn-glycero-3-phosphocholine",807.5767,2.78,0.2,0.1,-0.1,0.5,0.2,-0.3,0.6,0.5,-0.1,1.000,1.000,1.000,0.232,1.000,0.769,0.472,0.683,1.000,1.1E+09,7.1E+08,1.1E+09,1.2E+09,9.9E+08,1.3E+09,1.1E+09,1.4E+09,8.7E+08,9.1E+08,7.2E+08,7.4E+08,6.0E+08,7.1E+08,9.1E+08,1.0E+09,9.9E+08,8.9E+08,1.0E+09,8.2E+08,8.7E+08,9.7E+08,9.0E+08,8.9E+08,2.0E+05,2.0E+05,2.0E+05,2.3E+05,2.2E+05,2.4E+05,2.2E+05,7.0,8.0,16.8,18.3,26.8,5.6,"1-hexadecanoyl-2-[(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl]-sn-glycero-3-phosphocholine",Lipid metabolism / Phospholipid synthesis 
C347_HILIC,"1-Octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoserine",835.5363,2.09,0.8,0.4,-0.1,0.2,-1.0,-1.2,0.6,0.0,-0.7,1.000,1.000,1.000,1.000,0.111,0.018,1.000,1.000,0.287,8.0E+08,5.0E+08,7.7E+08,1.9E+09,7.4E+08,1.5E+09,8.5E+08,1.4E+09,6.4E+08,1.1E+09,7.3E+08,7.7E+08,3.8E+08,5.6E+08,7.8E+08,1.1E+09,1.7E+09,1.5E+09,1.8E+09,1.8E+09,1.4E+09,1.3E+09,1.4E+09,1.4E+09,4.3E+05,6.9E+05,6.3E+05,5.0E+05,4.0E+05,4.3E+05,1.3E+06,13.1,13.7,28.2,27.7,45.1,6.2,"1-Octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoserine",Lipid metabolism / Phospholipid synthesis 
A068_RP,1-Oleoyl-2-hydroxy-sn-glycero-3-PE,479.3015,30.93,0.5,0.1,-0.1,0.2,0.6,0.5,0.6,1.3,0.6,1.000,1.000,1.000,1.000,0.067,0.531,0.028,0.000,0.021,4.2E+07,7.6E+07,4.4E+07,5.6E+07,4.2E+07,6.0E+07,4.0E+07,5.8E+07,4.3E+07,4.7E+07,3.1E+07,3.1E+07,2.7E+07,3.4E+07,4.5E+07,4.3E+07,3.3E+07,2.8E+07,2.8E+07,1.8E+07,2.6E+07,2.6E+07,2.5E+07,2.4E+07,3.8E+05,3.4E+05,3.4E+05,3.7E+05,4.4E+05,4.3E+05,3.6E+05,19.1,12.8,19.7,23.8,14.7,3.1,1-Oleoyl-2-hydroxy-sn-glycero-3-PE,Lipid metabolism / Phospholipid synthesis 
C317_HILIC,1-oleoyl-sn-glycero-3-phosphocholine,521.3485,3.30,0.1,0.1,0.2,1.9,2.4,0.6,1.8,2.3,0.5,1.000,1.000,1.000,0.000,0.000,0.048,0.000,0.000,0.021,7.6E+08,8.6E+08,7.7E+08,7.3E+08,7.5E+08,7.1E+08,6.8E+08,8.2E+08,2.2E+08,2.3E+08,2.0E+08,2.0E+08,1.9E+08,2.3E+08,2.4E+08,2.4E+08,2.1E+08,1.6E+08,1.3E+08,1.3E+08,1.4E+08,1.7E+08,1.4E+08,1.6E+08,6.8E+05,8.2E+05,3.3E+05,5.1E+05,5.9E+05,7.0E+05,5.0E+05,11.3,24.3,8.0,10.6,9.5,5.1,1-oleoyl-sn-glycero-3-phosphocholine,Lipid metabolism / Phospholipid synthesis 
C300_HILIC,1-Palmitoyl lysophosphatidic acid,410.2433,3.30,0.4,0.2,-0.2,0.3,1.0,0.8,0.4,1.6,1.2,1.000,1.000,1.000,0.735,0.000,0.003,0.122,0.000,0.000,3.1E+07,5.8E+07,3.5E+07,4.1E+07,3.3E+07,4.4E+07,3.3E+07,3.9E+07,3.1E+07,3.7E+07,2.5E+07,2.9E+07,2.3E+07,3.2E+07,3.2E+07,3.4E+07,1.8E+07,1.7E+07,1.7E+07,1.2E+07,1.5E+07,1.6E+07,1.6E+07,1.2E+07,2.0E+05,1.1E+05,1.2E+05,1.4E+05,1.8E+05,1.4E+05,3.7E+05,19.1,9.8,9.7,17.1,18.5,4.9,1-Palmitoyl lysophosphatidic acid,Lipid metabolism / Phospholipid synthesis 
C335_HILIC,"1-palmitoyl-2-[(9Z,12Z,15Z)-octadecatrienoyl]-sn-glycero-3-phosphocholine",755.5460,2.83,0.2,-0.1,0.0,-3.7,-3.5,0.2,-3.4,-3.3,0.1,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,2.0E+07,2.1E+07,2.5E+07,2.9E+07,2.6E+07,2.4E+07,2.0E+07,2.7E+07,3.3E+08,3.1E+08,2.5E+08,2.4E+08,2.0E+08,2.3E+08,3.3E+08,3.0E+08,2.5E+08,2.6E+08,2.6E+08,1.8E+08,2.8E+08,2.6E+08,2.4E+08,2.5E+08,7.5E+05,9.5E+05,7.4E+05,7.8E+05,8.6E+05,4.1E+05,5.7E+05,16.1,5.5,16.1,22.9,14.2,14.9,"1-palmitoyl-2-[(9Z,12Z,15Z)-octadecatrienoyl]-sn-glycero-3-phosphocholine",Lipid metabolism / Phospholipid synthesis 
C341_HILIC,1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphocholine,781.5617,2.80,0.3,0.3,0.1,0.6,0.5,-0.2,0.7,0.7,0.0,1.000,1.000,1.000,0.085,0.374,1.000,0.590,0.134,1.000,2.4E+09,1.7E+09,2.4E+09,3.0E+09,2.3E+09,2.9E+09,2.4E+09,3.1E+09,2.0E+09,2.5E+09,1.6E+09,1.8E+09,1.3E+09,1.8E+09,1.5E+09,2.0E+09,1.8E+09,1.8E+09,2.1E+09,2.0E+09,1.6E+09,1.9E+09,1.7E+09,1.6E+09,1.6E+07,1.6E+07,1.5E+07,1.6E+07,1.8E+07,1.6E+07,1.8E+07,9.8,12.7,16.9,20.3,24.7,1.5,1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphocholine,Lipid metabolism / Phospholipid synthesis 
C306_HILIC,1-Palmitoyl-2-hydroxy-sn-glycero-3-PE,453.2856,3.25,0.8,0.1,-0.1,-1.1,-1.3,-0.2,-0.3,-0.4,0.0,0.211,1.000,1.000,0.002,0.000,0.983,1.000,1.000,1.000,3.7E+07,1.1E+08,4.1E+07,7.2E+07,4.1E+07,6.6E+07,4.0E+07,6.9E+07,1.0E+08,1.3E+08,7.9E+07,7.6E+07,5.7E+07,7.9E+07,8.9E+07,9.9E+07,1.0E+08,9.0E+07,1.0E+08,8.4E+07,9.4E+07,9.5E+07,8.9E+07,9.0E+07,2.6E+05,4.6E+05,3.1E+05,4.0E+05,5.0E+05,4.0E+05,6.2E+05,5.1,7.5,26.7,24.1,25.7,4.3,1-Palmitoyl-2-hydroxy-sn-glycero-3-PE,Lipid metabolism / Phospholipid synthesis 
