Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT",,,
C125_RP,Guanidinoethyl Sulfonate,167.0366,4.35,-0.100000000000000,-0.870000000000000,-0.440000000000000,-1.010000000000000,-2.660000000000000,-1.650000000000000,-0.240000000000000,-2.320000000000000,-2.080000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.025544824550162500000000000000,0.000007287907218557980000000000,0.008897978599439910000000000000,0.838976737871140000000000000000,0.000040668007411800500000000000,0.001367426441466040000000000000,3454820.349920380000000,4473113.475596490000000,3930232.639181320000000,3486622.515283940000000,3908378.660613760000000,2865883.242722580000000,3401817.916580030000000,3388696.474645120000000,7170936.354554120000000,3579334.454089870000000,7509128.824541630000000,3757091.873993670000000,7326838.211077960000000,4378180.336802190000000,14649682.902462200000000,11866181.248663600000000,27656650.800251400000000,22186002.324297400000000,25204340.341534200000000,14268502.494482700000000,18965886.907869500000000,14799309.864606000000000,21326017.292980300000000,19497878.008853200000000,1.5E+05,1.5E+05,1.5E+05,1.5E+05,1.4E+05,1.4E+05,1.5E+05,21.5,16.7,67.8,39.9,18.9,7.7,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Guanidinoethyl Sulfonate,167.0365,0.53,61635.000000000000000,20.260840327492300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C126_RP,P-DMEA,169.0504,3.82,0.010000000000000,-0.240000000000000,0.150000000000000,-1.320000000000000,-2.530000000000000,-1.210000000000000,-1.070000000000000,-2.670000000000000,-1.600000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000705226132992080000000000000,0.000000118652183469817000000000,0.001389947935704730000000000000,0.002166720737401570000000000000,0.000000016505890167367600000000,0.000041989924221456000000000000,14415775.247131000000000,16630596.015968800000000,15055106.684655800000000,8638750.973021280000000,13065254.161306000000000,14949634.319436800000000,15686237.991309300000000,14793659.022992900000000,37001971.164782100000000,39489172.537355800000000,36735435.025924800000000,29681781.455768600000000,27085234.676921300000000,19858466.784542800000000,42389157.360367600000000,32953937.164405200000000,80316475.678648400000000,114263778.139898000000000,64051006.707436300000000,81693554.451247100000000,94626619.158393500000000,90338256.506445300000000,90363528.779042400000000,99402512.119630500000000,1.2E+05,1.1E+05,1.1E+05,9.9E+04,8.8E+04,8.7E+04,8.4E+04,14.4,16.5,26.8,17.8,25.5,7.7,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,P-DMEA,169.0504,0.09,133469.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C127_RP,"N~6~,N~6~-Dimethyllysine",174.1369,3.59,-0.210000000000000,0.640000000000000,-0.130000000000000,-1.540000000000000,-2.680000000000000,-1.140000000000000,-2.390000000000000,-2.760000000000000,-0.380000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000498049580012395000000000000,0.000000742937753804174000000000,0.022084027716805600000000000000,0.000006869939733417820000000000,0.000000641824721322759000000000,0.947124915418004000000000000000,1680697.204352450000000,1573779.911688450000000,1775665.694505820000000,1292170.695247340000000,1636522.349046010000000,1653451.154254770000000,1318317.635283630000000,1080453.142743120000000,4759017.625789470000000,9689764.648306580000000,4862177.508310660000000,5327164.282081820000000,4602893.994310510000000,5181805.570191250000000,5869902.286903350000000,9744677.043001920000000,15957384.353818000000000,12185611.063937500000000,12534872.490744200000000,9335192.154868070000000,8718459.188554610000000,10143035.555505900000000,6958275.359267680000000,6239957.348449480000000,1.1E+05,1.0E+05,9.5E+04,1.0E+05,9.7E+04,1.0E+05,1.0E+05,26.0,36.4,34.4,11.4,18.8,12.4,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"N~6~,N~6~-Dimethyllysine",174.1368,0.47,3676766.000000000000000,52.149031836770300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C128_RP,N-Acetyl-L-glutamic acid,189.0638,10.02,0.180000000000000,0.240000000000000,-0.290000000000000,2.860000000000000,2.530000000000000,-0.320000000000000,2.800000000000000,3.000000000000000,0.200000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000000000243374536210314000000,0.000000000606481507171770000000,0.834178687762286000000000000000,0.000000000275130604573469000000,0.000000000053257429330797200000,0.982576007548616000000000000000,61208475.103885900000000,91812249.007487600000000,60917727.020717600000000,59375276.846018500000000,63786848.797751200000000,77082033.687572500000000,69673991.390498200000000,64316181.270829800000000,11460450.464412400000000,10498063.395926000000000,7516839.514885780000000,9852570.845017100000000,9755602.836879800000000,11876481.301366800000000,7513730.626753250000000,8857541.328515860000000,12194209.389399600000000,10620939.114794100000000,10969461.008085900000000,7454271.687697960000000,10647842.359624300000000,8979762.210873360000000,8739122.803769630000000,8748164.448700760000000,8.6E+05,6.4E+05,2.6E+05,4.6E+05,3.3E+05,4.5E+05,3.2E+05,14.5,13.4,12.3,21.1,19.8,6.4,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AminoDHQ,189.0637,0.51,391770.000000000000000,54.057264343006000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2263810,189.0637,0.51,19712034.000000000000000,51.241781825141100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-Acetyl-L-glutamic acid,189.0637,0.51,64077.000000000000000,87.843054557384800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-Acetyl-DL-glutamic acid,189.0637,0.51,180.000000000000000,87.843054557384800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(S)-2-amino-6-oxopimelic acid,189.0637,0.51,168916.000000000000000,51.241781825141100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C129_RP,"DL-2,6-Diaminopimelic acid",190.0954,4.43,0.270000000000000,0.210000000000000,-0.100000000000000,-1.380000000000000,-0.460000000000000,0.910000000000000,-1.320000000000000,-0.100000000000000,1.220000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000102365474330443000000000000,0.337029780786908000000000000000,0.006064339414036430000000000000,0.000059075040259880400000000000,1.000000000000000000000000000000,0.000211408470932223000000000000,6260801.512758250000000,9531694.161091480000000,6615338.482141590000000,6339482.012572370000000,7665998.177997400000000,9333540.250362120000000,6422878.104049710000000,5894281.376593630000000,17586362.497514700000000,19936724.475716300000000,14633441.131322300000000,19155091.228648300000000,16596338.011530800000000,16975859.387270200000000,17272472.083704700000000,21599079.029181800000000,13148348.360848200000000,8858647.546277040000000,9793469.884969330000000,8894336.023278790000000,6443845.755818460000000,7941115.018911210000000,8178215.172016410000000,7262344.697471160000000,1.5E+05,1.4E+05,1.3E+05,1.3E+05,1.3E+05,1.4E+05,1.3E+05,9.5,30.4,9.9,8.0,24.8,9.4,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ala-Thr,190.0954,0.10,4932422.000000000000000,37.089148565531900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-(2-Hydroxyethyl)glutamine,190.0954,0.10,8373507.000000000000000,41.610971741688000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(2R,6R)-2,6-diaminoheptanedioic acid",190.0954,0.10,1267353.000000000000000,61.730535245319800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(2S)-2-Amino-4-(lactoylamino)butanoic acid,190.0954,0.10,35013368.000000000000000,37.089148565531900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thr-Ala,190.0954,0.10,16568385.000000000000000,32.567325389375700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"DL-2,6-Diaminopimelic acid",190.0954,0.10,842.000000000000000,61.730535245319800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(S,S)-2,6-diaminopimelic acid",190.0954,0.10,388416.000000000000000,61.730535245319800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alanylthreonine,190.0954,0.10,377196.000000000000000,37.089148565531900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"meso-2,6-Diaminopimelic acid",190.0954,0.10,89700.000000000000000,61.730535245319800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-acetyl-N-hydroxy-L-ornithine,190.0954,0.10,187758.000000000000000,41.610971741688000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C130_RP,N-Acetyl-L-histidine,197.0802,3.64,0.000000000000000,0.270000000000000,0.430000000000000,3.740000000000000,6.130000000000000,2.390000000000000,3.470000000000000,5.700000000000000,2.230000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000017933098173152400000000000,0.000000015772733387937800000000,0.003687559107883020000000000000,0.000035449653495405800000000000,0.000000013342076602550800000000,0.001413902286157340000000000000,19075574.296436200000000,18524705.901453100000000,18887614.971191300000000,17172995.719472800000000,16902397.922613500000000,29344702.917825200000000,13177874.847145000000000,12407339.789219800000000,1138181.882679500000000,1875862.842527990000000,1112109.165181790000000,1105554.950906550000000,1817303.225387720000000,3345686.457455890000000,1540508.329731100000000,1350166.802629940000000,636371.282278863000000,613439.309093170000000,251594.110855893000000,353936.977095679000000,191826.813682494000000,139382.515799924000000,259577.555685814000000,332446.745259990000000,2.1E+05,1.6E+05,8.8E+04,8.2E+04,7.9E+04,1.0E+05,1.1E+05,54.1,60.7,52.3,24.2,36.9,16.1,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Methyl 5-(3-buten-1-ylamino)-1,3,4-oxadiazole-2-carboxylate",197.0800,0.64,391843.000000000000000,22.570056687031000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HC Red No. 3,197.0800,0.64,2707452.000000000000000,16.927542515273200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-Acetyl-DL-histidine,197.0800,0.64,240418.000000000000000,50.782627545819700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-Acetyl-L-histidine,197.0800,0.64,68142.000000000000000,62.067655889335200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C131_RP,DA9185000,202.0454,3.74,0.250000000000000,0.070000000000000,-0.960000000000000,0.640000000000000,0.950000000000000,0.300000000000000,0.820000000000000,2.160000000000000,1.340000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.785783460177714000000000000000,0.050715396551002400000000000000,0.782395997589252000000000000000,0.286672227319520000000000000000,0.000174823670637074000000000000,0.026151732470300400000000000000,69211216.219250900000000,124513257.677418000000000,80229426.626858300000000,80073488.727465500000000,91092189.462900900000000,52754299.959971000000000,79744456.129265500000000,109860621.485712000000000,54938391.473363600000000,40594209.225539300000000,47503402.632586700000000,67154237.839626600000000,42159595.757531500000000,33279571.489314800000000,76960107.587282600000000,70701665.886838300000000,25149354.744528300000000,19375352.963534300000000,51945501.651258800000000,27908240.456894300000000,50519921.332541700000000,21860512.001965900000000,32545082.720960100000000,20769838.276861200000000,1.3E+05,9.7E+04,8.0E+04,7.1E+04,8.9E+04,7.0E+04,7.8E+04,16.7,33.2,35.5,27.6,34.8,11.2,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DA9185000,202.0452,0.78,13090.000000000000000,40.346586742219700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C132_RP,Glycerylphosphorylethanolamine,215.0560,3.80,-0.040000000000000,0.030000000000000,-0.450000000000000,1.230000000000000,0.180000000000000,-1.050000000000000,1.170000000000000,0.590000000000000,-0.580000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000269417997162152000000000000,1.000000000000000000000000000000,0.000752291189053921000000000000,0.002237550252030360000000000000,0.562384971731357000000000000000,0.071422144123412800000000000000,179637481.067682000000000,202084969.969604000000000,193755734.883091000000000,177995280.007716000000000,196337048.744565000000000,109309670.314526000000000,181158757.823097000000000,186207776.412956000000000,101944116.716657000000000,91031643.633456100000000,75642757.510110500000000,80518755.705617300000000,61380723.656317200000000,81852687.808462400000000,83928015.068709000000000,73887195.616438200000000,214584105.755341000000000,174094864.550860000000000,171535919.776662000000000,100867044.343671000000000,156100691.767408000000000,127712640.938069000000000,159706059.326732000000000,114892422.669975000000000,2.1E+05,2.0E+05,1.9E+05,1.9E+05,1.8E+05,1.8E+05,1.8E+05,24.5,15.3,8.6,21.0,24.3,4.6,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(S)-?-glycerophosphorylethanolamine,215.0559,0.43,4573608.000000000000000,18.690174301553700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(R)-?-glycerophosphorylethanolamine,215.0559,0.43,392177.000000000000000,18.690174301553700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Glycerylphosphorylethanolamine,215.0559,0.43,17215919.000000000000000,23.851941677823200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,240I539PWQ,215.0559,0.43,110410.000000000000000,18.690174301553700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C133_RP,D-PANTOTHENIC ACID,219.1108,12.14,0.430000000000000,0.190000000000000,-0.350000000000000,-1.140000000000000,0.060000000000000,1.200000000000000,-0.890000000000000,0.840000000000000,1.730000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.010585845380345800000000000000,1.000000000000000000000000000000,0.004253422797525010000000000000,0.063296253826748400000000000000,0.138321609843074000000000000000,0.000348876320380656000000000000,162229676.039140000000000,299763074.051119000000000,147368055.724021000000000,156454329.041728000000000,148511379.328084000000000,224404357.414149000000000,129353813.126104000000000,173670043.460286000000000,332306082.333172000000000,382759567.125656000000000,263028130.761534000000000,300684001.154959000000000,318197692.962505000000000,356763277.908072000000000,351062898.883315000000000,491223612.334504000000000,114807714.205617000000000,110736956.684936000000000,137360118.961308000000000,86456940.991198400000000,145599895.133609000000000,229955867.246499000000000,149322687.639099000000000,111794219.607329000000000,1.9E+05,1.9E+05,1.9E+05,1.9E+05,1.8E+05,1.9E+05,1.8E+05,47.9,11.3,20.9,12.0,30.1,9.2,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pantothenic acid,219.1107,0.37,963.000000000000000,85.739318570629400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-PANTOTHENIC ACID,219.1107,0.37,6361.000000000000000,85.739318570629400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C134_RP,Cyprodenate,227.1887,25.76,1.170000000000000,0.150000000000000,0.120000000000000,-1.150000000000000,-3.800000000000000,-2.650000000000000,-0.120000000000000,-2.750000000000000,-2.630000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.994193853057689000000000000000,0.000649860462343929000000000000,0.015602281197357100000000000000,1.000000000000000000000000000000,0.001248895318969230000000000000,0.013505216919333600000000000000,36221341.394131100000000,132494327.735205000000000,35877019.217816500000000,146823264.809667000000000,57182730.569088900000000,12807276.080901600000000,30740710.958347800000000,30168767.180182500000000,89042758.051873000000000,106228217.532493000000000,70539534.016767500000000,83925029.419952900000000,37244821.291385100000000,65587932.865087900000000,147813043.958419000000000,92802522.301254200000000,295123985.751008000000000,787128386.600258000000000,523168865.477042000000000,434738176.137276000000000,522535584.433548000000000,656409028.705698000000000,480505351.999207000000000,320794087.994714000000000,2.6E+06,2.3E+06,1.9E+06,2.2E+06,3.0E+06,2.7E+06,2.9E+06,38.4,23.9,19.6,53.8,85.4,29.3,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cyprodenate,227.1885,0.56,64892.000000000000000,19.952166189603500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C135_RP,Tetraacetylethylenediamine,228.1111,4.96,0.660000000000000,0.700000000000000,-0.170000000000000,-5.470000000000000,-5.490000000000000,-0.020000000000000,-5.510000000000000,-4.660000000000000,0.850000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000000001065237897890370000000,0.000000001067670381009730000000,0.999999999996173000000000000000,0.000000000611445595010397000000,0.000000005927070078518540000000,0.140833101746121000000000000000,354707.587054972000000,717309.434791848000000,339060.908319067000000,379489.734425031000000,520067.107776353000000,943466.772719815000000,292777.483238392000000,307021.038072327000000,22491784.132880800000000,33310461.846066600000000,17057991.704356200000000,27133222.690093600000000,13681180.217077200000000,22783283.988493800000000,12757772.365182500000000,22703143.119520800000000,18181124.066080600000000,18163605.725272000000000,17503718.678650800000000,13689269.530467300000000,9073117.925079430000000,14054738.549396900000000,13723644.120959100000000,9140990.975988640000000,3.0E+05,2.9E+05,2.8E+05,2.7E+05,2.5E+05,2.6E+05,2.5E+05,26.8,28.6,18.9,26.7,50.7,26.3,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pro-Hyp,228.1110,0.60,10077215.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"3-(5-tert-Butyl-3-hydroxy-1,2-oxazol-4-yl)-L-alanine",228.1110,0.60,394522.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prolyl-4-hydroxyproline,228.1110,0.60,3173433.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4-Hydroxyprolylproline,228.1110,0.60,35032807.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tetraacetylethylenediamine,228.1110,0.60,59725.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pyr-Val-OH,228.1110,0.60,134331.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C136_RP,butyrylcarnitine,231.1471,12.71,-0.020000000000000,0.740000000000000,-0.410000000000000,-0.030000000000000,-3.500000000000000,-3.480000000000000,-0.790000000000000,-3.110000000000000,-2.320000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000010653517437517300000000000,0.000091854463356394700000000000,0.251683292442964000000000000000,0.000040668007411800500000000000,0.006838903019589030000000000000,4635038.430600020000000,4075222.000888310000000,3903906.832765860000000,4467387.844682340000000,4886732.025336210000000,2174243.150722250000000,4047907.316300020000000,6531098.300182600000000,13578231.189890400000000,15711569.601833500000000,3616635.922166020000000,6759209.895823260000000,4887531.193798200000000,8056295.178587560000000,3964411.570561220000000,6559097.167901820000000,45641927.092748400000000,36722460.607263700000000,31077041.795694300000000,19402378.281113200000000,52866202.468132300000000,42707778.997990800000000,54215664.769706600000000,37270176.308927900000000,1.2E+05,1.2E+05,1.2E+05,1.2E+05,1.2E+05,1.1E+05,1.3E+05,29.7,23.1,46.9,72.8,41.4,10.7,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,isobutyryl-L-carnitine,231.1471,0.36,8352507.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,butyrylcarnitine,231.1471,0.36,388877.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-(tert-Butoxycarbonyl)-L-leucine,231.1471,0.36,75037.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4138517,231.1471,0.36,147286.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C4-Carnitine,231.1471,0.36,184820.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C137_RP,N-(tert-Butoxycarbonyl)-L-leucine,231.1472,12.99,-0.300000000000000,-0.270000000000000,-0.190000000000000,-1.070000000000000,-4.220000000000000,-3.140000000000000,-1.100000000000000,-4.330000000000000,-3.220000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000307045833682882000000000000,0.000000000024857093128013900000,0.000000033831876949064800000000,0.001664447978610230000000000000,0.000000000021183907341471500000,0.000000010510125565553800000000,10989744.660390600000000,10134401.176938900000000,10338331.299636100000000,8116700.307270200000000,10548976.212973000000000,6516297.909432340000000,8560681.020986580000000,8863407.469132800000000,42326076.097085200000000,20525185.687245400000000,20213904.762335700000000,15910993.147812900000000,20120459.729881500000000,22314268.246216200000000,23777789.482859900000000,14980059.575643000000000,189989293.204951000000000,175923188.535335000000000,200816102.731948000000000,126388869.680409000000000,198498495.522887000000000,164636324.491030000000000,171046102.669301000000000,186508044.886426000000000,1.2E+05,1.2E+05,1.2E+05,1.2E+05,1.2E+05,1.2E+05,1.2E+05,16.0,7.1,19.2,39.9,18.0,10.6,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,isobutyryl-L-carnitine,231.1471,0.40,8352507.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,butyrylcarnitine,231.1471,0.40,388877.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-(tert-Butoxycarbonyl)-L-leucine,231.1471,0.40,75037.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4138517,231.1471,0.40,147286.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C4-Carnitine,231.1471,0.40,184820.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
